"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"5200",1,1,"JR","SS","Vanderbilt University",2015,"Arizona Diamondbacks","Dansby Swanson"
"5201",1,2,"JR","SS","Louisiana State University",2015,"Houston Astros","Alex Bregman"
"5202",1,3,"JR","SS","Lake Mary High School (Lake Mary, FL)",2015,"Colorado Rockies","Brendan Rodgers"
"5203",1,4,"JR","RHP","University of California-Santa Barbara",2015,"Texas Rangers","Dillon Tate"
"5204",1,5,"JR","OF","Plant High School (Tampa, FL)",2015,"Houston Astros","Kyle Tucker"
"5205",1,6,"JR","P","University of Illinois",2015,"Minnesota Twins","Tyler Jay"
"5206",1,7,"JR","CF","University of Arkansas",2015,"Boston Red Sox","Andrew Benintendi"
"5207",1,8,"JR","P","Vanderbilt University",2015,"Chicago White Sox","Carson Fulmer"
"5208",1,9,"JR","OF","University of Cincinnati",2015,"Chicago Cubs","Ian Happ"
"5209",1,10,"JR","SS","Griffin High School (Griffin, GA)",2015,"Philadelphia Phillies","Cornelius Randolph"
"5210",1,11,"JR","C","Kennesaw Mountain High School (Kennesaw, GA)",2015,"Cincinnati Reds","Tyler Stephenson"
"5211",1,12,"JR","1B","St. Joan of Arc Catholic Academy (Mississauga, Canada)",2015,"Miami Marlins","Josh Naylor"
"5212",1,13,"JR","OF","Niskayuna High School (Niskayuna, NY)",2015,"Tampa Bay Rays","Garrett Whitley"
"5213",1,14,"JR","LHP","San Clemente High School (San Clemente, CA)",2015,"Atlanta Braves","Kolby Allard"
"5214",1,15,"JR","OF","Richland High School (Fort Worth, TX)",2015,"Milwaukee Brewers","Trent Grisham"
"5215",1,16,"JR","RHP","UCLA",2015,"New York Yankees","James Kaprielian"
"5216",1,17,"JR","P","Cathedral Catholic High School (San Diego, CA)",2015,"Cleveland Indians","Brady Aiken"
"5217",1,18,"JR","RHP","College of Southern Nevada",2015,"San Francisco Giants","Phil Bickford"
"5218",1,19,"JR","SS","University of Arizona",2015,"Pittsburgh Pirates","Kevin Newman"
"5219",1,20,"JR","SS","University of Florida",2015,"Oakland Athletics","Richie Martin"
"5220",1,21,"JR","P","Cathedral High School (Indianapolis, IN)",2015,"Kansas City Royals","Ashe Russell"
"5221",1,22,"JR","RHP","Weatherford High School (Weatherford, TX)",2015,"Detroit Tigers","Beau Burrows"
"5222",1,23,"JR","OF","Brother Rice High School (Bloomfield Hills, MI)",2015,"St. Louis Cardinals","Nick Plummer"
"5223",1,24,"JR","P","Vanderbilt University",2015,"Los Angeles Dodgers","Walker Buehler"
"5224",1,25,"JR","OF","Florida State University",2015,"Baltimore Orioles","DJ Stewart"
"5225",1,26,"JR","3B","Fresno State University",2015,"Los Angeles Angels","Taylor Ward"
"5226",1,27,"JR","P","Stroudsburg High School (Stroudsburg, PA)",2015,"Colorado Rockies","Mike Nikorak"
"5227",1,28,"JR","RHP","Bishop Carroll High School (Calgary, Canada)",2015,"Atlanta Braves","Mike Soroka"
"5228",1,29,"JR","P","Missouri State University",2015,"Toronto Blue Jays","Jon Harris"
"5229",1,30,"JR","SS","University of San Diego",2015,"New York Yankees","Kyle Holder"
"5230",1,31,"JR","1B","Boston College",2015,"San Francisco Giants","Chris Shaw"
"5231",1,32,"JR","3B","Concordia Lutheran High School (Spring, TX)",2015,"Pittsburgh Pirates","Ke'Bryan Hayes"
"5232",1,33,"JR","P","Lawrence North High School (Indianapolis, IN)",2015,"Kansas City Royals","Nolan Watson"
"5233",1,34,"JR","OF","University of Tennessee",2015,"Detroit Tigers","Christin Stewart"
"5234",1,35,"JR","RHP","University of Louisville",2015,"Los Angeles Dodgers","Kyle Funkhouser"
"5235",1,36,"JR","SS","Hagerty High School (Oviedo, FL)",2015,"Baltimore Orioles","Ryan Mountcastle"
"5236",1,37,"JR","OF","Eagle's Landing High School (McDonough, GA)",2015,"Houston Astros","Daz Cameron"
"5237",1,38,"JR","1B","Poway High School (Poway, CA)",2015,"Colorado Rockies","Tyler Nevin"
"5238",1,39,"JR","RHP","Plant High School (Tampa, FL)",2015,"St. Louis Cardinals","Jake Woodford"
"5239",1,40,"JR","P","University of Virginia",2015,"Milwaukee Brewers","Nathan Kirby"
"5240",1,41,"JR","3B","DeSoto Central High School (Southaven, MS)",2015,"Atlanta Braves","Austin Riley"
"5241",1,42,"JR","RHP","Royal Palm Beach High School (West Palm Beach, FL)",2015,"Cleveland Indians","Triston McKenzie"
"5242",2,43,"JR","LHP","Texas Christian University",2015,"Arizona Diamondbacks","Alex Young"
"5243",2,44,"JR","RHP","San Dimas High School (San Dimas, CA)",2015,"Colorado Rockies","Peter Lambert"
"5244",2,45,"JR","OF","West Columbus High School (Cerro Gordo, NC)",2015,"Texas Rangers","Eric Jenkins"
"5245",2,46,"JR","RHP","Cal State Fullerton",2015,"Houston Astros","Tom Eshelman"
"5246",2,47,"JR","OF","University of North Florida",2015,"Chicago Cubs","Donnie Dewees"
"5247",2,48,"JR","2B","University of Arizona",2015,"Philadelphia Phillies","Scott Kingery"
"5248",2,49,"JR","RHP","Seguin High School (Arlington, TX)",2015,"Cincinnati Reds","Tony Santillan"
"5249",2,50,"JR","P","Arizona State University",2015,"Miami Marlins","Brett Lilek"
"5250",2,51,"JR","P","Park Vista Community High School (Boynton Beach, FL)",2015,"San Diego Padres","Austin Smith"
"5251",2,52,"JR","C","Wilson High School (Long Beach, CA)",2015,"Tampa Bay Rays","Chris Betts"
"5252",2,53,"JR","OF","Out of Door Academy (Sarasota, FL)",2015,"New York Mets","Desmond Lindsay"
"5253",2,54,"JR","C","San Clemente High School (San Clemente, CA)",2015,"Atlanta Braves","Lucas Herbert"
"5254",2,55,"JR","RHP","Cal Poly Pomona",2015,"Milwaukee Brewers","Cody Ponce"
"5255",2,56,"JR","RHP","Eustis High School (Eustis, FL)",2015,"Toronto Blue Jays","Brady Singer"
"5256",2,57,"JR","P","Indiana State University",2015,"New York Yankees","Jeff Degano"
"5257",2,58,"JR","OF","Louisiana State University",2015,"Washington Nationals","Andrew Stevenson"
"5258",2,59,"JR","P","Olympia High School (Orlando, FL)",2015,"Cleveland Indians","Juan Hillman"
"5259",2,60,"JR","RHP","Peachtree Ridge High School (Suwanee, GA)",2015,"Seattle Mariners","Nick Neidert"
"5260",2,61,"JR","LHP","University of Miami",2015,"San Francisco Giants","Andrew Suárez"
"5261",2,62,"JR","SS","UCLA",2015,"Pittsburgh Pirates","Kevin Kramer"
"5262",2,63,"JR","SS","University of Alabama",2015,"Oakland Athletics","Mikey White"
"5263",2,64,"JR","RHP","Azusa Pacific University",2015,"Kansas City Royals","Josh Staumont"
"5264",2,65,"JR","LHP","Texas Christian University",2015,"Detroit Tigers","Tyler Alexander"
"5265",2,66,"JR","3B","Ravenwood High School (Brentwood, TN)",2015,"St. Louis Cardinals","Bryce Denton"
"5266",2,67,"JR","OF","Plano High School (Plano, TX)",2015,"Los Angeles Dodgers","Mitch Hansen"
"5267",2,68,"JR","P","Flowery Branch High School (Flowery Branch, GA)",2015,"Baltimore Orioles","Jonathan Hughes"
"5268",2,69,"JR","OF","Verrado High School (Buckeye, AZ)",2015,"Washington Nationals","Blake Perkins"
"5269",2,70,"JR","OF","Wesleyan High School (Norcross, GA)",2015,"Los Angeles Angels","Jahmai Jones"
"5270",2,71,"JR","RHP","University of West Alabama",2015,"Cincinnati Reds","Tanner Rainey"
"5271",2,72,"JR","P","Oregon State University",2015,"Seattle Mariners","Andrew Moore"
"5272",2,73,"JR","RHP","University of Kentucky",2015,"Minnesota Twins","Kyle Cody"
"5273",2,74,"JR","RHP","University of Virginia",2015,"Los Angeles Dodgers","Josh Sborz"
"5274",2,75,"JR","LHP","Texas A&M University",2015,"Atlanta Braves","A.J. Minter"
"5275",3,76,"JR","RHP","College of Charleston",2015,"Arizona Diamondbacks","Taylor Clarke"
"5276",3,77,"JR","P","Sahuaro High School (Tucson, AZ)",2015,"Colorado Rockies","Javier Medina"
"5277",3,78,"JR","P","Duke University",2015,"Texas Rangers","Michael Matuella"
"5278",3,79,"JR","P","Texas Christian University",2015,"Houston Astros","Riley Ferrell"
"5279",3,80,"JR","3B","Pottsville High School (Pottsville, PA)",2015,"Minnesota Twins","Travis Blankenhorn"
"5280",3,81,"JR","C","University of Washington",2015,"Boston Red Sox","Austin Rei"
"5281",3,82,"JR","LHP","Alton High School (Alton, IL)",2015,"Chicago Cubs","Bryan Hudson"
"5282",3,83,"JR","SS","Dana Hills High School (Dana Point, CA)",2015,"Philadelphia Phillies","Luke Williams"
"5283",3,84,"JR","SS","University of Louisiana at Lafayette",2015,"Cincinnati Reds","Blake Trahan"
"5284",3,85,"JR","OF","Greenfield High School (Wilson, NC)",2015,"Miami Marlins","Isaiah White"
"5285",3,86,"JR","RHP","Los Alamitos High School (Los Alamitos, CA)",2015,"San Diego Padres","Jacob Nix"
"5286",3,87,"JR","2B","University of Maryland",2015,"Tampa Bay Rays","Brandon Lowe"
"5287",3,88,"JR","P","Marvin Ridge High School (Waxhaw, NC)",2015,"New York Mets","Max Wotell"
"5288",3,89,"JR","P","Nogales High School (La Puente, CA)",2015,"Atlanta Braves","Anthony Guardado"
"5289",3,90,"JR","RHP","Lindale High School (Lindale, TX)",2015,"Milwaukee Brewers","Nash Walters"
"5290",3,91,"JR","P","Ysleta High School (El Paso, TX)",2015,"Toronto Blue Jays","Justin Maese"
"5291",3,92,"JR","P","Rancho Bernardo High School (San Diego, CA)",2015,"New York Yankees","Drew Finley"
"5292",3,93,"JR","IF","Cal Poly",2015,"Cleveland Indians","Mark Mathias"
"5293",3,94,"JR","OF","University of Washington",2015,"Seattle Mariners","Braden Bishop"
"5294",3,95,"JR","SS","Riverwood High School (Atlanta, GA)",2015,"San Francisco Giants","Jalen Miller"
"5295",3,96,"JR","OF","University of Alabama",2015,"Pittsburgh Pirates","Casey Hughston"
"5296",3,97,"JR","P","North Forsyth High School (Cumming, GA)",2015,"Oakland Athletics","Dakota Chalmers"
"5297",3,98,"JR","OF","Western Kentucky University",2015,"Kansas City Royals","Anderson Miller"
"5298",3,99,"JR","RHP","Dallas Baptist University",2015,"Detroit Tigers","Drew Smith"
"5299",3,100,"JR","OF","University of Florida",2015,"St. Louis Cardinals","Harrison Bader"
"5300",3,101,"JR","P","Vanderbilt University",2015,"Los Angeles Dodgers","Philip Pfeifer"
"5301",3,102,"JR","LHP","University of Oregon",2015,"Baltimore Orioles","Garrett Cleavinger"
"5302",3,103,"JR","OF","Vanderbilt University",2015,"Washington Nationals","Rhett Wiseman"
"5303",3,104,"JR","P","Texas A&M University",2015,"Los Angeles Angels","Grayson Long"
"5304",3,105,"JR","P","Cypress Creek High School (Houston, TX)",2015,"St. Louis Cardinals","Jordan Hicks"
"5305",4,106,"JR","P","University of Missouri",2015,"Arizona Diamondbacks","Breckin Williams"
"5306",4,107,"JR","P","University of San Diego",2015,"Colorado Rockies","David Hill"
"5307",4,108,"JR","RHP","University of Houston",2015,"Texas Rangers","Jacob Lemoine"
"5308",4,109,"JR","C","University of Oklahoma",2015,"Houston Astros","Anthony Hermelyn"
"5309",4,110,"JR","3B","Grainger High School (Rutledge, TN)",2015,"Minnesota Twins","Trey Cabbage"
"5310",4,111,"JR","OF","Missouri State University",2015,"Boston Red Sox","Tate Matheny"
"5311",4,112,"JR","P","Clemson University",2015,"Chicago White Sox","Zack Erwin"
"5312",4,113,"JR","OF","Canton South High School (Canton, OH)",2015,"Chicago Cubs","Darryl Wilson"
"5313",4,114,"JR","1B","University of South Carolina",2015,"Philadelphia Phillies","Kyle Martin"
"5314",4,115,"JR","OF","St. Ignatius of Loyola Catholic High School (Oakville, ON)",2015,"Cincinnati Reds","Miles Gordon"
"5315",4,116,"JR","RHP","UCLA",2015,"Miami Marlins","Cody Poteet"
"5316",4,117,"JR","C","Florida Technical College",2015,"San Diego Padres","Austin Allen"
"5317",4,118,"JR","P","Dallas Baptist University",2015,"Tampa Bay Rays","Brandon Koch"
"5318",4,119,"JR","3B","University of Miami",2015,"New York Mets","David Thompson"
"5319",4,120,"JR","P","University of Oregon",2015,"Atlanta Braves","Josh Graham"
"5320",4,121,"JR","OF","St. Matthew High School (Orleans, ON)",2015,"Milwaukee Brewers","Demi Orimoloye"
"5321",4,122,"JR","3B","College of Charleston",2015,"Toronto Blue Jays","Carl Wise"
"5322",4,123,"JR","OF","Oregon State University",2015,"New York Yankees","Jeff Hendrix"
"5323",4,124,"JR","SS","Clemson University",2015,"Cleveland Indians","Tyler Krieger"
"5324",4,125,"JR","P","Socastee High School (Myrtle Beach, SC)",2015,"Seattle Mariners","Dylan Thompson"
"5325",4,126,"JR","P","Chipola College",2015,"San Francisco Giants","Mac Marshall"
"5326",4,127,"JR","P","Pearl River Community College",2015,"Pittsburgh Pirates","Jacob Taylor"
"5327",4,128,"JR","OF","University of North Carolina",2015,"Oakland Athletics","Skye Bolt"
"5328",4,129,"JR","P","South Point High School (Belmont, NC)",2015,"Kansas City Royals","Garrett Davila"
"5329",4,130,"JR","C","Louisiana State University",2015,"Detroit Tigers","Kade Scivicque"
"5330",4,131,"JR","3B","Illinois State University",2015,"St. Louis Cardinals","Paul DeJong"
"5331",4,132,"JR","2B","Yavapai College",2015,"Los Angeles Dodgers","Willie Calhoun"
"5332",4,133,"JR","OF","St. Thomas Aquinas High School (Dover, NH)",2015,"Baltimore Orioles","Ryan McKenna"
"5333",4,134,"JR","P","Iona College",2015,"Washington Nationals","Mariano Rivera"
"5334",4,135,"JR","OF","Florida Atlantic University",2015,"Los Angeles Angels","Brendon Sanger"
"5335",5,136,"JR","RHP","Arizona State University",2015,"Arizona Diamondbacks","Ryan Burr"
"5336",5,137,"JR","P","University of Texas",2015,"Colorado Rockies","Parker Parker"
"5337",5,138,"JR","OF","South Gwinnett High School (Snellville, GA)",2015,"Texas Rangers","Chad Smith"
"5338",5,139,"JR","P","University of North Carolina",2015,"Houston Astros","Trent Thornton"
"5339",5,140,"JR","P","University of Maryland",2015,"Minnesota Twins","Alex Robinson"
"5340",5,141,"JR","OF","West Ranch High School (Valencia, CA)",2015,"Boston Red Sox","Jagger Rusconi"
"5341",5,142,"JR","P","Rice University",2015,"Chicago White Sox","Jordan Stephens"
"5342",5,143,"JR","P","Arizona State University",2015,"Chicago Cubs","Ryan Kellogg"
"5343",5,144,"JR","LHP","Chino Hills High School (Chino Hills, CA)",2015,"Philadelphia Phillies","Bailey Falter"
"5344",5,145,"JR","P","Campbell High School (Ewa Beach, HI)",2015,"Cincinnati Reds","Ian Kahaloa"
"5345",5,146,"JR","P","University of California-Santa Barbara",2015,"Miami Marlins","Justin Jacome"
"5346",5,147,"JR","OF","Franklinton High School (Franklinton, LA)",2015,"San Diego Padres","Josh Magee"
"5347",5,148,"JR","OF","University of Virginia",2015,"Tampa Bay Rays","Joe McCarthy"
"5348",5,149,"JR","LHP","Dwyer High School (West Palm Beach, FL)",2015,"New York Mets","Thomas Szapucki"
"5349",5,150,"JR","P","University of North Carolina-Greensboro",2015,"Atlanta Braves","Ryan Clark"
"5350",5,151,"JR","SS","Texas A&M University",2015,"Milwaukee Brewers","Blake Allemand"
"5351",5,152,"JR","RHP","Jose Collazo Colon High School (Juncos, Puerto Rico)",2015,"Toronto Blue Jays","Jose Espada"
"5352",5,153,"JR","RHP","Dallas Baptist University",2015,"New York Yankees","Chance Adams"
"5353",5,154,"JR","OF","University of Kentucky",2015,"Cleveland Indians","Ka'ai Tom"
"5354",5,155,"JR","SS","Stanford University",2015,"Seattle Mariners","Drew Jackson"
"5355",5,156,"JR","OF","Middle Tennessee State University",2015,"San Francisco Giants","Ronnie Jebavy"
"5356",5,157,"JR","LHP","University of Virginia",2015,"Pittsburgh Pirates","Brandon Waddell"
"5357",5,158,"JR","P","University of Illinois",2015,"Oakland Athletics","Kevin Duchene"
"5358",5,159,"JR","OF","Florida Atlantic University",2015,"Kansas City Royals","Roman Collins"
"5359",5,160,"JR","OF","Michigan State University",2015,"Detroit Tigers","Cam Gibson"
"5360",5,161,"JR","RHP","Northeastern State University",2015,"St. Louis Cardinals","Ryan Helsley"
"5361",5,162,"JR","SS","Lakewood High School (Lakewood, CA)",2015,"Los Angeles Dodgers","Brendon Davis"
"5362",5,163,"JR","OF","River Ridge High School (New Port Richey, FL)",2015,"Baltimore Orioles","Jason Heinrich"
"5363",5,164,"JR","LHP","Oklahoma Baptist University",2015,"Washington Nationals","Taylor Hearn"
"5364",5,165,"JR","OF","Louisiana State University",2015,"Los Angeles Angels","Jared Foster"
"5365",6,166,"JR","P","Concordia University",2015,"Arizona Diamondbacks","Tyler Mark"
"5366",6,167,"JR","P","University of South Carolina",2015,"Colorado Rockies","Jack Wynkoop"
"5367",6,168,"JR","P","Vanderbilt University",2015,"Texas Rangers","Tyler Ferguson"
"5368",6,169,"JR","OF","Carlos Beltran Baseball Academy (Florida, Puerto Rico)",2015,"Houston Astros","Nestor Muriel"
"5369",6,170,"JR","OF","University of California",2015,"Minnesota Twins","Chris Paul"
"5370",6,171,"JR","RHP","Ohio State University",2015,"Boston Red Sox","Travis Lakins"
"5371",6,172,"JR","1B","Carl Albert High School (Midwest City, OK)",2015,"Chicago White Sox","Corey Zangari"
"5372",6,173,"JR","P","UCLA",2015,"Chicago Cubs","David Berg"
"5373",6,174,"JR","LHP","USC",2015,"Philadelphia Phillies","Tyler Gilbert"
"5374",6,175,"JR","RHP","University of South Florida",2015,"Cincinnati Reds","Jimmy Herget"
"5375",6,176,"JR","C","Riverview High School (Sarasota, FL)",2015,"Miami Marlins","Justin Cohen"
"5376",6,177,"JR","P","Polk State College",2015,"San Diego Padres","Jordan Guerrero"
"5377",6,178,"JR","P","University of North Carolina",2015,"Tampa Bay Rays","Benton Moss"
"5378",6,179,"JR","P","Hillsborough Community College",2015,"New York Mets","Chase Ingram"
"5379",6,180,"JR","P","Texas Tech University",2015,"Atlanta Braves","Matt Withrow"
"5380",6,181,"JR","RHP","University of Florida",2015,"Milwaukee Brewers","Eric Hanhold"
"5381",6,182,"JR","SS","Barry University",2015,"Toronto Blue Jays","J.C. Cardenas"
"5382",6,183,"JR","2B","Howard College",2015,"New York Yankees","Brandon Wagner"
"5383",6,184,"JR","p","Quartz Hill High School (Quartz Hill, CA)",2015,"Cleveland Indians","Jonas Wyatt"
"5384",6,185,"JR","P","Bryant University",2015,"Seattle Mariners","Kyle Wilcox"
"5385",6,186,"JR","OF","Clemson University",2015,"San Francisco Giants","Steven Duggar"
"5386",6,187,"JR","RHP","University of Akron",2015,"Pittsburgh Pirates","JT Brubaker"
"5387",6,188,"JR","P","San Diego State University",2015,"Oakland Athletics","Bubba Derby"
"5388",6,189,"JR","OF","Texas Christian University",2015,"Kansas City Royals","Cody Jones"
"5389",6,190,"JR","LHP","Missouri State University",2015,"Detroit Tigers","Matt Hall"
"5390",6,191,"JR","P","University of Oklahoma",2015,"St. Louis Cardinals","Jacob Evans"
"5391",6,192,"JR","1b","Florida International University",2015,"Los Angeles Dodgers","Edwin Rios"
"5392",6,193,"JR","RHP","North Dakota State University",2015,"Baltimore Orioles","Jay Flaa"
"5393",6,194,"JR","P","Clemson University",2015,"Washington Nationals","Matt Crownover"
"5394",6,195,"JR","SS","Loyola Marymount University",2015,"Los Angeles Angels","David Fletcher"
"5395",7,196,"JR","C","Palomar College",2015,"Arizona Diamondbacks","Francis Christy"
"5396",7,197,"JR","1B","Cal Poly",2015,"Colorado Rockies","Brian Mundell"
"5397",7,198,"JR","SS","University of Central Florida",2015,"Texas Rangers","Dylan Moore"
"5398",7,199,"JR","P","Oklahoma State University",2015,"Houston Astros","Michael Freeman"
"5399",7,200,"JR","P","Carlos Beltran Baseball Academy (Florida, Puerto Rico)",2015,"Minnesota Twins","Jovani Moran"
"5400",7,201,"JR","RHP","University of South Alabama",2015,"Boston Red Sox","Ben Taylor"
"5401",7,202,"JR","P","University of Iowa",2015,"Chicago White Sox","Blake Hickman"
"5402",7,203,"JR","P","Catawba College.",2015,"Chicago Cubs","Craig Brooks"
"5403",7,204,"JR","P","Wofford College",2015,"Philadelphia Phillies","Luke Luke"
"5404",7,205,"JR","P","University of North Carolina at Wilmington",2015,"Cincinnati Reds","Jordan Ramsey"
"5405",7,206,"JR","P","Indian Hills Community College-Centerville",2015,"Miami Marlins","Travis Neubeck"
"5406",7,207,"JR","RHP","Loyola Marymount University",2015,"San Diego Padres","Trevor Megill"
"5407",7,208,"JR","2B","University of Michigan",2015,"Tampa Bay Rays","Jake Cronenworth"
"5408",7,209,"JR","P","Texas Tech University",2015,"New York Mets","Corey  Taylor"
"5409",7,210,"JR","RHP","University of Houston",2015,"Atlanta Braves","Patrick Weigel"
"5410",7,211,"JR","3B","University of Miami",2015,"Milwaukee Brewers","George Iskenderian"
"5411",7,212,"JR","P","Kennesaw State University",2015,"Toronto Blue Jays","Travis Bergen"
"5412",7,213,"JR","OF","Florida Southern College",2015,"New York Yankees","Jhalan Jackson"
"5413",7,214,"JR","OF","Sacramento State",2015,"Cleveland Indians","Nathan Lukes"
"5414",7,215,"JR","1B","Indiana University of Pennsylvania",2015,"Seattle Mariners","Ryan Uhl"
"5415",7,216,"JR","3b","Santa Clara University",2015,"San Francisco Giants","Jose Vizcaino"
"5416",7,217,"JR","3B","University of Oregon",2015,"Pittsburgh Pirates","Mitchell Tolman"
"5417",7,218,"JR","P","Long Beach State University",2015,"Oakland Athletics","Kyle Friedrichs"
"5418",7,219,"JR","SS","",2015,"Kansas City Royals","Gabriel Cancel"
"5419",7,220,"JR","SS","Highlands Ranch High School (Highlands Ranch, CO)",2015,"Detroit Tigers","Nicholas Shumpert"
"5420",7,221,"JR","C","University of San Diego",2015,"St. Louis Cardinals","Jesse Jenner"
"5421",7,222,"JR","P","Gonzaga University",2015,"Los Angeles Dodgers","Andrew Sopko"
"5422",7,223,"JR","P","West Memphis High School (West Memphis, AR)",2015,"Baltimore Orioles","Gray Fenter"
"5423",7,224,"JR","P","Nicholls State University",2015,"Washington Nationals","Grant Borne"
"5424",7,225,"JR","2B","Pepperdine University",2015,"Los Angeles Angels","Hutton Moyer"
"5425",8,226,"JR","SS","Kennesaw State University",2015,"Arizona Diamondbacks","Kal Simmons"
"5426",8,227,"JR","P","Loyola Marymount University",2015,"Colorado Rockies","Colin Welmon"
"5427",8,228,"JR","P","Loyola Marymount University",2015,"Texas Rangers","Blake Bass"
"5428",8,229,"JR","C","USC",2015,"Houston Astros","Garrett Stubbs"
"5429",8,230,"JR","1B","Oak Forest Academy (Amite City, LA)",2015,"Minnesota Twins","Kolton Kendrick"
"5430",8,231,"JR","LHP","IMG Academy (Bradenton, FL)",2015,"Boston Red Sox","Logan Allen"
"5431",8,232,"JR","C","Coastal Carolina University",2015,"Chicago White Sox","Casey Schroeder"
"5432",8,233,"JR","P","Texas Christian University",2015,"Chicago Cubs","Preston Morrison"
"5433",8,234,"JR","OF","Legend High School (Parker, CO)",2015,"Philadelphia Phillies","Greg Pickett"
"5434",8,235,"JR","SS","State College of Florida, Manatee-Sarasota",2015,"Cincinnati Reds","Mitch Piatnik"
"5435",8,236,"JR","P","Cedar Park High School (Cedar Park, TX)",2015,"Miami Marlins","Chris Paddack"
"5436",8,237,"JR","OF","Carlos Beltran Baseball Academy (Florida, Puerto Rico)",2015,"San Diego Padres","Aldemar Burgos"
"5437",8,238,"JR","P","Santa Clara University",2015,"Tampa Bay Rays","Reece Karalus"
"5438",8,239,"JR","C","Stetson University",2015,"New York Mets","Patrick Mazeika"
"5439",8,240,"JR","P","University of Georgia",2015,"Atlanta Braves","Ryan Lawlor"
"5440",8,241,"JR","P","Kansas State University",2015,"Milwaukee Brewers","Nate Griep"
"5441",8,242,"JR","LHP","University of Florida",2015,"Toronto Blue Jays","Danny Young"
"5442",8,243,"JR","3B","Salpointe Catholic High School (Tucson, AZ)",2015,"New York Yankees","Donny Sands"
"5443",8,244,"JR","RHP","Cal State Fullerton",2015,"Cleveland Indians","Justin Garza"
"5444",8,245,"JR","P","Mount Vernon High School (Mount Vernon, IN)",2015,"Seattle Mariners","Cody Mobley"
"5445",8,246,"JR","P","Dallas Baptist University",2015,"San Francisco Giants","Cory Taylor"
"5446",8,247,"JR","P","Florida Atlantic University",2015,"Pittsburgh Pirates","Seth McGarry"
"5447",8,248,"JR","C","Georgetown University",2015,"Oakland Athletics","Nick Collins"
"5448",8,249,"JR","P","University of Arkansas-Pine Bluff",2015,"Kansas City Royals","Andre Davis"
"5449",8,250,"JR","P","Texas Tech University",2015,"Detroit Tigers","Dominic Moreno"
"5450",8,251,"JR","P","Shorewood High School (Shoreline, WA)",2015,"St. Louis Cardinals","Ian Oxnevad"
"5451",8,252,"JR","P","Haverford College",2015,"Los Angeles Dodgers","Tommy Bergjans"
"5452",8,253,"JR","1B","Agawam High School (Agawam, MA)",2015,"Baltimore Orioles","Seamus Curran"
"5453",8,254,"JR","P","Oklahoma State University",2015,"Washington Nationals","Koda Glover"
"5454",8,255,"JR","OF","University of Houston",2015,"Los Angeles Angels","Kyle Survance"
"5455",9,256,"JR","P","Santa Barbara City College",2015,"Arizona Diamondbacks","Pierce Romero"
"5456",9,257,"JR","P","University of Arkansas",2015,"Colorado Rockies","Trey Killian"
"5457",9,258,"JR","RHP","University of Missouri",2015,"Texas Rangers","Peter Fairbanks"
"5458",9,259,"JR","P","Louisiana State University",2015,"Houston Astros","Zac Person"
"5459",9,260,"JR","OF","University of Maryland",2015,"Minnesota Twins","LaMonte Wade"
"5460",9,261,"JR","1B","University of Memphis",2015,"Boston Red Sox","Tucker Tubbs"
"5461",9,262,"JR","P","University of Illinois",2015,"Chicago White Sox","Ryan Hinchley"
"5462",9,263,"JR","P","Cal State Fullerton",2015,"Chicago Cubs","Tyler Peitzmeier"
"5463",9,264,"JR","OF","Louisiana State University",2015,"Philadelphia Phillies","Mark Laird"
"5464",9,265,"JR","P","Duke University",2015,"Cincinnati Reds","Sarkis Ohanian"
"5465",9,266,"JR","P","University of Nebraska",2015,"Miami Marlins","Reilly Hovis"
"5466",9,267,"JR","P","Cal State Northridge",2015,"San Diego Padres","Jerry Keel"
"5467",9,268,"JR","C","Florida State University",2015,"Tampa Bay Rays","Danny De la Calle"
"5468",9,269,"JR","OF","University of Evansville",2015,"New York Mets","Kevin Kaczmarski"
"5469",9,270,"JR","P","University of Florida",2015,"Atlanta Braves","Taylor Lewis"
"5470",9,271,"JR","P","West Linn High School (West Linn, OR)",2015,"Milwaukee Brewers","Karsen Lindell"
"5471",9,272,"JR","3B","Canisius College",2015,"Toronto Blue Jays","Connor Panas"
"5472",9,273,"JR","1b","Michigan State University",2015,"New York Yankees","Ryan Krill"
"5473",9,274,"JR","P","Canisius College",2015,"Cleveland Indians","Devon Stewart"
"5474",9,275,"JR","3B","Louisiana State University",2015,"Seattle Mariners","Conner Hale"
"5475",9,276,"JR","P","Arizona State University",2015,"San Francisco Giants","David Graybill"
"5476",9,277,"JR","P","University of Utah",2015,"Pittsburgh Pirates","Bret Helton"
"5477",9,278,"JR","P","Liberty University",2015,"Oakland Athletics","Jared Lyons"
"5478",9,279,"JR","P","Indian River State College",2015,"Kansas City Royals","Joey Markus"
"5479",9,280,"JR","P","Texas Christian University",2015,"Detroit Tigers","Trey Teakell"
"5480",9,281,"JR","2B","Flagler College",2015,"St. Louis Cardinals","Andrew Brodbeck"
"5481",9,282,"JR","P","Cal State Dominguez Hills",2015,"Los Angeles Dodgers","Kevin Brown"
"5482",9,283,"JR","OF","Arlington High School (Arlington, TX)",2015,"Baltimore Orioles","Jaylen Ferguson"
"5483",9,284,"JR","1B","University of Illinois",2015,"Washington Nationals","David Kerian"
"5484",9,285,"JR","C","University of Nebraska",2015,"Los Angeles Angels","Tanner Lubach"
"5485",10,286,"JR","OF","UNLV",2015,"Arizona Diamondbacks","Joey Armstrong"
